"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"22/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"15/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"14/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","500.00","10.00"
"12/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"08/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"07/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"05/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","900.00","18.00"
"04/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"01/03/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"28/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"27/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"26/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"25/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"20/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"15/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"14/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"13/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"12/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"08/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"07/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"06/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"05/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"04/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/02/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"31/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.03","0.00","0.00"
"30/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"28/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"25/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"24/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","12,000.00","240.00"
"21/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.01","0.02","0.00","0.00"
"16/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"15/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"14/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"10/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"09/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"08/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"04/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"03/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"02/01/2019","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
